unitid,opeid
238041,-2      
434654,-2      
139746,00411700  
106980,01210500  
446561,03889300  
139755,00156900  
434672,00206300  
139764,00157300  
187134,00264200  
106999,02073500  
127060,00137100  
476586,04184900  
238078,00383100  
434690,03010614  
205319,00406100  
107017,00108503  
369163,-2      
172556,973200.0
238096,01174900  
434706,00145920  
369172,00327302  
434715,03374300  
369181,00327301  
172574,1164600.0
434724,02179909
172583,973400.0
238120,-2      
436289,3024301.0
198066,00291200  
139825,00158019
476595,04185600  
467508,01049060  
369206,02270202
467517,01049061  
107071,00109800  
172608,00407100  
139843,-2      
118134,00712800  
467526,01049062  
107080,00109900  
172617,00232800  
460215,03010622  
205391,02553000  
139861,00160200  
238166,01148401  
467544,01049064  
369242,01017301  
107099,03007100  
238175,01148400  
467553,01049065  
434788,02075427
467562,01049066  
434797,00945903  
238193,00383200  
434803,-2      
139898,02318600  
434812,03304301  
172671,00795000  
139904,157100.0
205443,00994200  
434821,03294300  
369288,-2        
434830,03319300  
467599,01049069  
467605,01049070  
187161,02616402  
230852,00368400  
139931,00157200  
467614,01049071  
369312,00825100
434849,03307300  
139940,00157400  
467623,01049072  
154396,00185700  
467632,01049073  
238263,00400700  
467641,01049074  
434876,023328A7
238272,-2      
467650,01049075  
434885,02075429
205513,03007900  
107211,02525800  
434894,-2      
205522,02056803  
107220,02341700  
467669,01049076  
139995,01077100  
110714,00132100  
467678,01049077  
121637,04161700  
140003,02583000  
367398,00780401  
434919,-2      
440873,02599710  
172778,00225200  
238315,610800.0
140012,02288400  
434928,03918300  
238324,00663900  
205559,00493407  
369400,02100502  
434937,03937300  
127103,-2      
238333,00383500  
205568,02056800  
434946,32098825.0
369419,00559400  
434964,32098820.0
140058,-2      
107293,01074100  
369446,03082900  
205610,04051307  
140076,3155504.0
107309,-2        
434991,52098869.0
485962,04248900  
140085,2508600.0
107318,02348200  
435000,00806700  
238397,00539000  
140094,-2      
107327,01286000  
172866,02050300  
467784,00982808  
205647,04051308  
467793,01116604  
238421,3007400.0
238430,00383700  
467809,1148402.0
107363,03254300  
220710,00350500  
369516,03066300  
435055,03064100
140146,00156800  
369525,-2      
172918,00554400  
238458,00383800  
205692,1212802.0
172927,02514100  
140164,157700.0
238476,00383900  
140173,00412000
107406,-2      
205717,1212803.0
467863,01179901  
172954,00735000  
205726,1212800.0
138877,00154900  
467872,01179902  
172963,00233200  
238500,-2      
467881,1185803.0
435116,03292300  
405997,52098843  
107442,02284200  
467906,01209202  
107460,01226100  
435143,03063800
140234,00157800  
419299,03105000
140243,00525400  
369622,023155A1  
140252,02074800  
107488,02073700  
402402,02281701
173027,-2      
402411,03068800
238573,04159400  
402420,02336903
173045,00233400  
238582,00611000
107512,00110200  
163976,00209200  
369659,02603700  
107521,00997600  
369668,00533500  
187222,1039400.0
173063,00233500  
138071,-2      
116226,02520300  
487597,00822106  
140304,576300.0
205841,01088100  
369686,03303300  
238616,00384200  
402457,02336904
205850,00988300
107549,02087000  
369695,02530700  
140322,772800.0
121691,00132200  
468006,01303909  
140331,00562000  
468015,01303913  
140340,00962106  
236382,01043400  
468024,01303914  
173115,00575900  
238652,-2      
402493,00190301  
205887,00486600  
107585,00524500  
476683,04192200  
173124,00233600  
238661,00384800  
173133,-2      
107600,00110300  
173142,00233700  
140377,01240300
369756,-2      
107619,00110400  
173160,00905800  
140395,-2      
369774,-2        
140401,157900.0
230931,00368900  
107637,00570700  
369783,03019800  
476692,04192400  
173179,00905803  
369792,02265900  
238722,00974400  
402563,03332600  
205957,00303600  
107655,02202400  
435338,03321300  
205966,01287000  
107664,02075300  
173203,00233900  
140438,00158001  
369817,905852.0
140447,00158000  
149019,176100.0
238759,00538900  
483683,4207300.0
192712,00275900  
206002,3726300.0
402615,01014804  
238777,-2      
140474,02605200
206011,00827800  
369853,02152102  
238786,02494300  
140483,158100.0
369862,00489815  
402633,00149710  
173258,00234000  
482167,04224500  
107725,00573200  
475574,04205500  
206039,00966000  
237491,02524500  
238810,03220300  
107743,02111100  
206048,00312100  
443942,02319801  
454865,04083400  
206057,-2        
369905,00267809  
173300,00234600  
367486,03079700
402855,-2      
206084,00313100  
238856,00385200  
140553,00158200  
206093,2582900.0
173328,00234700  
140562,02482100  
427566,-2      
468246,02101003  
140571,00158300  
389338,-2      
369950,02529500  
468255,02101004  
238883,001569A1  
238892,00732934  
107822,02136000
225502,01323100  
140599,525500.0
206136,-2      
107840,00110500  
476726,04193000  
206154,03475400  
369996,01204700
438498,02541200  
173391,02232400
238935,1072739.0
402776,02491501  
206172,02168100  
140641,-2      
206181,02304700  
173416,01040200  
107886,02339800  
402800,02224600  
173425,00554103  
370040,-2      
138132,02148200  
214591,00332905  
140669,158500.0
206206,03021300
238980,00385400  
154518,00189500  
140678,00561900  
206215,00304400  
178174,-2      
173452,00236100  
206224,02054300  
173461,00575700  
140696,00158600  
173470,00960000  
239008,00919400  
159984,00548825  
140711,02577002  
239017,00385600  
206251,-2      
468398,02158414  
140720,00158700  
173489,00989200  
487667,04193300  
176372,00244100  
443979,02160901  
107974,02074600  
206279,01092300  
173513,00554104  
107983,00110700  
206288,00312200  
159993,00202000  
107992,00773800  
173531,00400901  
239071,02317200  
173540,00553701  
239080,00386100  
454908,04143100  
402925,-2      
405757,-2      
206321,02116900  
173559,00554100  
206330,00313300  
239105,00386300  
402952,01155100
140809,00562005  
206349,00313400  
140818,00158800  
206358,3024300.0
108056,00800800  
140827,02217200  
239132,1260610.0
108065,03214300  
108074,02197700
151731,-2      
181853,00256700  
206394,01289600  
108092,00111000  
173629,00464200  
206400,01295000  
239169,02453500  
173638,00526300  
140872,00158900  
173647,00235300  
140881,02360900
239187,00611500  
454926,04147000  
206428,888601.0
173665,00235400  
181862,-2        
206446,01045300  
173683,04044300  
239220,00538000  
403061,03223304
206455,00915601
206473,00918700
173708,01049100  
140942,00561800  
482608,01072722  
239248,00386600  
206482,02269500  
140951,02141500  
403098,03223300
206491,00314100  
173726,02159800  
140960,00159000  
108199,932500.0
206507,00314200  
173744,02123200  
206516,00406000  
173753,00525201  
176415,02490200  
140988,00159100  
239293,-2      
192800,02160100  
138187,00675000  
140997,159200.0
108232,00753100  
154572,00731600  
239309,02077100  
141006,00561700  
444024,02300104  
239318,00386800  
141015,02285500  
108250,00732971  
468705,02251504  
173799,00974000  
214193,-2      
225575,00357700  
199087,00855700  
173805,00235600  
468723,02260604  
454953,04136900  
468732,02283806  
206589,00303700  
108287,03098708  
141060,00159400  
239372,00925600  
206613,00307801  
173850,00759000
239390,00386900  
476805,04197500  
468769,02332868  
436003,03324300  
206631,00732992  
141097,157706.0
436012,03328300  
239406,00387300
436021,03309300  
108348,02342400  
436030,03327300  
173887,01024800  
239424,00387400  
141121,03066500  
206659,-2      
448789,2616403.0
482273,00531106  
173896,00235700  
173902,00235800  
239442,00538400  
214670,00332902  
173911,00553700  
436058,03337300
454847,04139300  
173920,00236000  
436067,03329400  
239460,00538700  
141158,561500.0
206695,00314500  
108393,00760500  
436076,03330300  
141167,00155500  
468848,02559317  
173939,01049000  
436094,02179907  
239488,00530100  
414966,02560200  
468866,2513501.0
436100,02275801  
173957,01173200  
468875,02527502  
173966,01173201  
239503,3872500.0
176451,02516200  
173975,00735200
239512,00387500  
206747,011277A1
468893,02554802  
205470,00311900  
173984,02179901  
206756,01096601
173993,00400900  
239530,02100800
141228,00561400  
206765,01096700
141237,00159700  
206783,03030800  
174020,01037400  
403399,02335900  
403405,02498000  
141264,00159900  
436182,02609202  
141273,00525700  
110927,-2      
436191,02599705  
206817,00314700  
171003,-2      
174057,-2      
239594,-2      
449533,04105400  
174066,00396900  
206835,00315100  
174075,00406900  
436225,3076402.0
436234,-2      
192855,00272206  
239628,00388400  
403469,02074400  
206862,00314900  
482307,00405733  
239637,02078000  
403478,00978600  
171012,02361500  
436252,-2      
141343,-2      
206880,02256200  
247472,-2      
436261,02622002  
174118,00464500  
116402,-2      
436270,03030601  
174127,00236500  
141361,00160400  
174136,00236200  
206905,02597400  
108603,-2      
469054,02611007  
455008,04147500  
206914,00315000  
121868,01309500  
174154,00962108  
239691,-2      
436304,03789400  
206932,02238500  
239707,00612800
206941,00315200  
239716,00389200  
108649,02258600  
106184,02362500
239725,01290600  
174190,02238100  
436340,-2      
239734,-2      
192873,-2      
206969,02581100  
108667,00672000  
174206,00236600  
121877,1291100.0
469124,03030603  
436359,-2        
239752,96410000  
408428,00612600  
469133,03030604  
436368,-2      
206996,00315300  
108694,-2      
174233,00238800  
141468,723401.0
469151,03030606  
436386,-2      
132806,02245500  
469160,03030607  
174251,00238900  
141486,00160500  
436401,030630A1
174260,-2      
121886,00126900  
118189,02546400  
436410,030630A2
207041,00315400  
469188,3031410.0
141510,-2      
174279,00464600  
207050,00315500  
436429,04037300  
239822,-2      
125231,02504200  
436438,02179900  
141529,-2      
207069,00315600  
436447,00145923  
489797,00202401  
378576,03027700  
436456,00145924  
141547,-2      
207087,02126500  
436465,03112102  
214740,00332907  
174330,02234800
203818,301221.0
207102,00970800  
436483,00405715  
239877,00941900  
141574,00161000  
108807,00111100  
105516,2098800.0
116439,02539500  
174349,00554105  
141583,02055100  
367662,2208600.0
174358,00236700  
436517,03360500  
239910,00766900  
141608,02139500  
436526,3342400.0
174385,00405708  
236595,00379000  
108852,00746501  
207157,01026600  
436535,03383300
239929,00267813  
141626,-2      
108861,00112000  
207166,02197300  
138293,00154000  
174400,-2      
108870,02222000  
436553,03336300  
141644,00727900  
436562,3381300.0
239956,02618100
371034,03032500  
436571,03322300  
174428,00795400  
239965,613100.0
174437,00236900  
141671,00777500  
207209,00315700  
214759,00332908  
371052,02341000  
174446,00436800
416829,02061301
141680,00161200  
198376,00291900  
207218,01215700
436599,03316400  
436605,03355300  
174464,00869407  
154688,00190300  
141699,-2      
207236,00315800  
436614,03347300  
174473,00238500  
469391,3112104.0
371089,03028000
174482,826700.0
207254,00767800  
436632,03361300  
149231,00175900  
423713,-2      
389888,-2      
469407,03112108  
436641,03361400  
396435,001205A7  
207272,02510300  
436650,03356300  
174507,01232800  
192925,00277700  
108977,01307400  
174516,00735300  
240055,00389700  
207290,00316000  
188030,00265700  
444149,-2        
371140,3007600.0
174534,01049003  
207306,00316300  
207315,01128200  
109013,02113601  
456597,01309502  
207324,00316500  
436702,3348400.0
174561,02284500  
141796,00161300  
141802,00161400  
240107,00391100  
207342,00318401  
231165,00369800  
109040,02241800  
371186,02342401  
141811,00454900  
240116,00530400  
207351,00317400  
240125,00529400  
449621,03858300  
217493,00340900  
436748,03305300  
141839,00161500  
436757,03341300  
141848,02100300  
207388,00317000  
109086,02099200  
141857,03020800  
207397,00964700  
174631,00869409  
240170,00384000  
207403,00316400  
436784,3326300.0
404019,03232300
482398,04051343  
436793,03340300  
488095,04245200  
240189,00392600  
469568,3210315.0
371265,3072300.0
174659,00239301  
404037,04148700  
240198,01182400  
436809,03361500  
371274,-2      
174668,00437100
469586,03296301  
240213,02271300  
404055,02218804  
207449,01039100  
436827,00141705  
174686,02543600  
444176,3771300.0
207458,00316600  
436836,00141702  
404073,467305.0
469610,03358303  
436845,00145919  
240240,00821700  
404082,467302.0
371317,03004900
109174,-2      
141945,03017800  
469629,03367402  
176576,03103000
469638,03368303  
192961,01220300  
436872,-2      
141963,00788500  
207500,00318400  
469647,03380303  
174738,00237300  
141972,-2      
240277,00389900  
444185,03744300  
109208,00123200  
174747,00234100  
404125,-2      
174756,00553400  
404134,-2      
187505,01300500  
174765,01049001  
404143,00265001  
207537,03030700  
174774,00437400  
192970,01167700  
174783,00237700  
484826,01293201  
483735,04215000  
174792,00237900  
240329,00391900  
142027,01287800
207564,00317200  
436942,-2      
240338,02136600  
240347,-2      
449658,04081300  
207582,00398500  
174817,00238000  
142054,02218000  
132903,00395400  
240365,00392000  
240374,00501500  
207607,00531104  
482431,01072706  
174844,00238200  
404222,04251000  
240392,00962100  
207625,02306801  
142090,02234500  
236674,-2        
174862,00238300  
176600,00163200  
207634,03010300  
187523,03031500
109332,1112100.0
437015,-2      
149295,-2      
240417,00391500  
142115,00161600  
109350,00111300  
240426,00392500  
142124,02210700  
207661,00316800  
121992,01294200  
437042,10732922  
174899,00234300  
407717,-2      
207670,00918500  
437051,10732904  
240444,00389500  
487904,04239600  
174914,00234500  
384139,03186400
174376,00237000  
427830,-2      
404295,-2      
230737,00402700  
449676,04043300  
240462,00392100  
142160,02298800
174932,746200.0
404310,-2      
437079,02532108  
207704,02184400  
437088,00739101  
142179,01113300  
404329,-2        
207722,00316700  
437103,03730300  
404338,02314100  
433299,02140001  
437112,02557400  
240505,00392800  
207740,00317800  
174978,01260603  
404356,-2      
437130,00277215
174987,-2      
404365,02599702  
207759,02360400
220312,00349400  
231235,-2      
240532,-2      
404374,02599703  
469911,03789303  
437149,03431300  
404383,02599701  
469920,03789304  
371618,023328A3
178226,2313900.0
175014,00869400  
207786,03103800  
437167,03108601  
191320,00272600  
427849,-2      
437185,-2        
240578,02290600
142276,00162000  
469957,04137801  
175050,00233919  
142285,00162600  
437200,-2      
240596,00392900  
142294,00161700  
469975,3915302.0
449700,04117300  
207838,02177900  
437219,00732986  
404453,02337207  
175078,00237500  
207847,00317900  
469993,03930301  
371690,00563800  
240620,00925900  
207856,00318000  
229647,00985200
378707,-2      
437237,03732300  
142328,00162100  
207865,00318100  
437246,00327305  
404480,00795900  
142337,00732915  
437255,03085201  
142346,-2      
371724,-2      
437264,02075421
240657,00393100  
404499,02116008  
470038,03969601  
437273,-2      
240666,00393000  
142364,02547900
470047,03970401  
437282,02075414
175139,00238600  
437291,02075423
175148,00972200  
371760,723410.0
143880,00854400  
404532,030900A1  
175157,00235000  
437307,02075431
193034,00277202
207935,00976300  
460640,03766301  
371779,723406.0
437316,00319801  
240709,02211900  
142407,00987300  
109642,00111500
470092,04051302  
437325,00319802  
240718,00915700  
142416,02275800  
109651,00111600  
437334,02075430
240727,00393200  
165732,-2      
207962,00961800  
437343,2075432.0
240736,01001000  
443377,02174401  
437352,02075433
240745,01536100  
142443,00162300  
437361,2075403.0
120403,00125100  
455187,04131200  
371830,02494800  
109688,-2      
437370,02075402
175227,00464100  
142461,00162400  
175236,00525200  
208008,02513700
437389,02075435
208017,00791100  
470162,00675508  
187587,00988100
437398,02075425
142489,02314000  
208026,01005303  
437404,02075420
175263,00239300  
231280,03010700  
109730,02553500  
208035,00314600  
437413,-2      
240806,02198800
404648,467301.0
193052,00726400  
208044,02531200  
204422,00531300  
175281,00239100  
185873,00262400  
109749,02553100  
437431,00323902  
404666,02581201  
208062,009581A1
142531,-2      
165750,01294800  
130226,00140200  
187596,02357600  
404684,03075600  
197133,00289500  
470223,04115703  
208080,01050700  
175315,01054600  
371928,03063400  
109785,00111700  
142559,00161900  
236753,00379600  
449746,4107300.0
175342,00239600  
240879,02343600  
404727,-2      
109819,00111800  
371964,02128301  
437501,3389300.0
437510,03394300  
371982,1110700.0
470296,04125501  
437529,03380300  
384218,-2      
470302,04126502  
372000,04004300  
437538,03392300  
489991,04208610  
437547,03388400
437556,03368300  
208187,02311000  
372028,01170702  
175421,00239700  
109891,2180600.0
372037,1287302.0
175430,00239800  
437583,3396400.0
109907,00111900  
437592,03393300  
240985,02570400  
198543,00292800  
181640,02508300  
437608,03412300  
372073,03039900  
404842,00145909  
416999,00425700
109934,00705000  
208239,00781900  
372082,03029600  
404851,00145902  
175476,03001500  
208248,02154402  
470393,04147301  
437626,03409300
404860,00145908  
220394,01070000  
437635,03426300  
175494,02074900  
460695,02112302  
437644,03398500  
404879,00145907  
208275,00318600  
437653,03413400  
404888,00145904  
488004,04243200  
138479,03003600  
437662,03395300  
175519,00240100  
404897,-2      
437671,03402300  
175528,01289101  
117140,00121600  
133021,00147200  
437680,03417300
404921,3054200.0
208318,00318800  
372161,03044500  
437699,03404300  
208327,-2      
437705,03414300  
372170,02619400  
241100,01194100  
127565,00136000  
208336,-2      
138488,02504600  
437714,03427300
122597,00115400  
175573,00240200  
437723,03424500  
466170,00405724  
404958,-2      
110051,112100.0
437732,03416500  
372198,02559301  
175591,2502100.0
241128,01194101  
110060,03266300  
171261,02158600  
142832,02068100  
241137,-2      
372213,12098850.0
437750,03367300  
175607,02249900  
241146,02303800  
236799,-2      
198570,00297300  
372222,2098883.0
175616,00240300  
404994,03095500  
208390,00321800  
138497,02300900  
437769,03409500  
405003,2215400.0
372240,01244600  
110097,00112200  
437778,03422300  
405012,02588500  
142869,00832800  
208406,00487800  
455257,04138100  
175643,00240400  
405021,01016800  
241182,02234900  
208415,00318900  
175652,00240500  
418296,01005300  
142887,00162800  
208433,02337900  
110130,-2      
176734,2090400.0
389727,03010608  
241216,02505400  
405058,03127100  
142920,-2      
433420,00998900  
193122,01064100  
175698,02251700  
405076,03035302  
122126,04217100  
437848,754802.0
142939,-2      
155317,00194800  
208479,00888700  
110176,02065500  
175713,02554600  
208488,00319100  
110185,00112300  
175722,02244305  
405100,-2      
142957,02311300  
208497,-2      
110194,02543400  
175731,-2      
372347,-2      
437884,2559401.0
208512,02104900  
372356,03027400  
437893,03032501  
122603,00127900  
405128,00224601  
241289,02204800
110219,00716400  
112783,722900.0
405137,02075409
437909,03022401
241304,00890200  
437918,03025501
154907,00190900  
110246,00807300  
437927,974806.0
175786,00240700  
143020,02145200
437936,00974807  
241331,01072400  
405173,02276401  
437945,03105702  
122144,-2      
175810,00240800  
460747,04195600  
143048,00175300  
175829,00240900  
208600,-2      
437981,03123901  
367909,00149908  
241377,01252500  
110307,02237200  
437990,03123902  
175847,-2      
405225,02538901  
241386,01252503  
143084,00163300  
372462,02499000  
422525,-2      
175856,00241000  
241395,00393601  
110325,01256201  
241401,00393602
208637,03074500  
110334,00112400  
372480,02245502  
241410,00393600  
208646,00319300  
175883,00241100  
405261,-2      
143118,00163400  
208655,02201900  
438036,730302.0
241429,02276400
149587,00800100  
208664,-2      
372505,03032700  
438045,01254401
406149,02517100  
208673,-2      
110370,00112700  
480499,04259600  
208682,-2      
372523,3003201.0
175917,02361200  
133085,147300.0
405298,-2      
175926,00241200  
438072,00380003  
143163,00163500  
110398,00394700  
175935,00241300  
405313,-2      
470852,10732933.0
438090,00380002  
470861,10732934  
488077,04244900  
208725,02159700  
470870,10732936  
482617,01072784  
433466,04039300  
110431,011117A1  
372578,00732947  
208743,-2      
110440,01111707  
470889,10732939  
372587,02151901  
175980,00241400  
241517,02189100  
143215,00163600  
470898,10732940  
438133,03098103  
143224,02311700
110459,01111705  
175999,00876400  
143233,00163700  
110468,01111700  
488086,04245000  
438151,00367403  
176008,00241600  
110477,01111706  
438160,03445400
176017,00244000  
110486,00799300  
405401,-2      
176026,244001.0
110495,00115700  
438179,02218805  
110501,00113600  
176044,00242400  
110510,00114200  
143279,00163800  
428019,03126200  
438197,00982806  
208822,00319400  
143288,00163900  
438203,-2      
176062,02302800  
143297,00621400  
220491,02153100  
438212,00489800  
143303,00621402  
110538,00114600  
438221,00489803  
241614,02335500  
176080,00242300  
110547,00114100  
438230,02326501
143321,01238500
208859,03185300  
110556,00114700  
488101,04245600  
156134,01050300  
110565,00113700  
231420,00370200  
412526,-2      
110574,00113800  
438258,00974802  
110583,00113900  
438267,02112301  
143358,00164100  
110592,00114000  
438276,03010000  
143367,02175200
476142,01049083  
438285,03008602  
110608,00115300  
438294,3008603.0
110617,00115000  
372763,-2      
417114,00974805  
110626,-2      
372772,03035800  
444422,03804300  
241702,02097000  
455345,04136500  
176169,00242600  
110635,00131200  
406194,3079200.0
122205,00891800  
460808,04168600  
176178,00242700  
110644,00131300  
241720,01056700  
405562,01112102  
208956,02355600
110653,00131400  
438337,02195900  
208965,00732969  
110662,00131500  
449889,04151300  
241739,02587500  
405580,-2      
110671,00131600  
417123,03084700  
241748,-2        
110680,00131700  
372833,02186400  
241766,01081900  
143464,03078400  
110699,00131900  
182290,00256800  
438382,32098806.0
176239,00243000  
143473,02202600  
438391,02098872
143482,00959500  
449898,01303908  
241793,02166000  
143491,02349500  
438407,020988B1
209038,00319600  
438416,32098883.0
405650,03023801
143507,02253000  
122223,00129900  
143516,02295500  
209056,00319700  
209065,00319800  
438443,00195301
241836,02165101  
143534,1308700.0
209074,00693800  
438452,02497303  
143543,00945918  
372921,01031903  
110778,02267600  
209083,02101002  
176318,00243300  
143552,01308800  
143561,-2      
399434,-2      
176336,00243500  
460835,00499204  
209108,00319900  
372949,03023600
372958,03026521  
176354,00243600  
438504,00822103  
187000,00545200  
241906,02189300  
488147,04246900  
405748,00920409  
372985,02359201  
143613,00726500  
209153,01012200  
182315,02501600
204459,00813200  
176390,02320800  
405775,02222400
176406,00243900  
405784,03068700  
110875,02065700  
241951,02569400  
373030,-2      
143659,00923200  
110893,02515500
438577,00656902
209205,02101000  
182324,-2      
438586,02113613  
482699,00159200  
460853,03010626  
373058,02609200  
438595,02113605
110918,00884400  
438601,2113609.0
176460,01146100  
143695,02312300  
438610,42098852.0
110936,-2        
209241,00320300  
373085,02339708  
405854,03129200  
176479,00244700  
110945,2110800.0
209250,00320400  
438629,42098861.0
155025,00192700  
176488,00244800
438638,1035601.0
405872,03100700  
176497,02311100  
438647,00926700  
405881,02151902  
242042,02241910  
373119,2556101.0
438656,02261302  
110981,00113500
209287,00320600  
176521,02499100
242060,02601700  
209296,02534000  
438674,02251600  
455406,04130500  
438683,02151906  
220570,02255000  
111009,02220200  
461971,4185200.0
176549,2239200.0
438708,04119000  
438717,-2      
242112,02260800  
209348,2578800.0
175005,00234200  
242121,02340600  
166276,748100.0
455415,4124800.0
111054,01186500  
438735,03176300  
242130,01194001  
438744,00922401
405979,12098835.0
373216,01083600  
405988,2098869.0
242149,01194002  
111081,00113200  
438762,02075436
176619,00246302  
143853,00165700  
482705,00219900  
204200,00303300  
438771,02075434
176628,00244900  
406006,2098803.0
176637,00732923  
406015,22098812.0
419420,03098300  
488192,04248200  
406024,03083702  
458575,-2        
373261,01064500  
438799,-2        
406033,03083701  
209667,01234800  
438805,02074003  
176664,01320800  
143899,03155400
438814,02538904  
198747,00293500  
209445,321000.0
111142,03022300
406060,2354500.0
165981,00216900  
209463,02247100
209472,00488230
438850,03113105  
143941,03455600  
406088,-2      
160524,03026514  
373322,-2      
111179,-2      
176716,02277500  
209490,00488200  
446701,52098801.0
111188,00113400  
438869,03026518  
373340,3031300.0
111197,-2      
438878,00978300  
209506,00321100  
438887,3441400.0
143978,02155307  
438896,03446300
438902,00149909  
143996,-2      
209533,03007300  
111230,01256200  
438911,-2        
176770,02068200  
144005,00169400  
209542,00321000  
242316,02170300  
144014,00166100  
209551,00322300  
176789,00245000  
242662,00502900  
438939,001204A2  
176798,00553200  
240480,00392400  
438948,001204A3  
152099,00182400  
144050,00177400  
438966,2158412.0
406200,02590900  
111391,01310300  
438975,03115600  
209603,00320700  
144069,-2      
373447,2617100.0
438984,03469300  
406219,00931302  
209612,00321200  
127778,00136200  
373456,03027300  
439075,-2      
209621,-2      
166009,02215100  
439011,-2      
439020,03061201  
242413,02593700  
209649,-2      
111346,-2      
237011,00380200  
242422,02166400  
406264,2569306.0
439039,730301.0
406273,02242800  
226091,00358100  
439048,00729701  
406282,03084500
220631,00350200  
209676,01234700  
111373,-2      
176910,02266400  
439057,02179913  
406291,01215600
209685,01234900
373526,03030900  
111407,-2      
144157,00165400  
209694,01235100  
373535,03011200  
176929,-2      
406307,03080800
209700,01235000  
144166,00165000  
176938,245200.0
439084,002810A1  
144175,00976700  
176947,00245300  
439093,03401300
209719,01300800  
144184,00164800  
406325,01240700  
144193,00164900  
166027,00215500  
439109,00145925  
209737,-2      
111434,00697300  
439118,03042501  
133261,02614600  
144209,00165200  
209746,00321300  
176983,00553100  
406361,03081600  
144218,00165500  
111452,02303200
176992,02165900  
226107,02358200  
111461,00890300  
439145,00500003  
144236,00945500
439154,00364400  
417257,02300000  
439163,1072712.0
242556,02241904  
406398,00533903  
379029,2616401.0
193344,01459100
439172,02296601
242565,02241908  
439181,02332902
177038,02090700  
209807,00321600  
439190,03483500  
242583,02241907  
111513,02125000  
176965,00245400  
177056,02289200  
209825,00322400  
373669,00528700  
439206,02075418
177065,00245600  
373678,02122000  
439215,02075410
177074,02292400  
411806,03081300  
193353,00277800  
439224,02075406
242617,04254200  
177083,00246700  
373696,02181600  
439233,02075405
242626,00393900  
144324,02319000
209861,-2      
107372,-2      
439242,02075407
242635,00502600  
209870,-2      
373711,00466900  
439251,02075404
242644,00502700  
406486,03082100  
455503,-2.0
439260,02075411
177117,00245800  
144351,00166600  
177126,00470700  
373739,03023100
242671,00394000  
120467,-2      
439288,00340409  
373757,00207709
177153,638507.0
209922,00321700  
484905,04242100  
439303,00489302  
483814,04221000  
177162,1072717.0
439127,02312202  
181215,00255100  
439312,00489301  
242705,00502800  
406547,02515401  
209940,01018200  
111638,00673100  
373784,03493300  
439321,03474300  
406556,00594600  
111647,-2      
439330,1072752.0
242723,04250900  
242741,02566800  
177214,00246100  
406592,00120506  
439136,10732913  
209986,02344100  
373827,2347100.0
439367,03250300  
439376,03109601
144467,02352200  
177241,-2      
433679,-2      
111708,02332809  
373605,3253304.0
177250,00886200  
111717,02332800  
439400,03464300  
111726,02332810  
373872,03010900
144500,00164700  
439419,03405300  
177278,00246200  
111744,02332814  
373890,2100401.0
439428,03468300  
177287,02564700  
368151,-2      
439437,03390300  
111762,02332819  
210067,-2      
439446,03429600  
111771,2332808.0
210076,02330100  
442356,00986300  
439455,03468500  
226161,-2      
439464,03388300
439473,03409600  
144564,00166900  
242680,02282800  
111799,02332813  
439482,03294306  
177339,00246300  
111805,-2        
373951,02609900  
439491,03294303  
242884,02063100  
160630,00202600  
439507,03400300  
439516,03462300  
456834,00464203  
204325,-2        
172750,-2      
210146,00321900  
439525,3425400.0
144616,3623300.0
210155,00322000  
439534,03461400  
193405,00702600  
177393,-2      
439543,03472300  
242936,02195500
389985,-2      
242945,02195400  
210182,02572400
374024,03051900  
439561,03451300  
177418,00246400  
111887,00116100  
374033,02286104  
439570,03367400  
177427,2164200.0
111896,01011100  
406404,-2      
177436,02056100  
144670,-2      
439589,3450300.0
127024,754800.0
374060,03032000  
439598,03415300  
111920,00116200  
171571,00230700  
439604,3509400.0
177463,00186601  
210234,00322100  
149727,00693100  
439613,03456700  
144704,00519000
210243,-2      
439622,01258900  
193584,00277900  
127884,02116300  
111948,00116400  
406413,03072600  
374097,03024100
231651,03091300  
439640,03456400
182500,02107700  
455567,02609204  
111966,01036500  
374112,3042400.0
122427,-2      
144740,00167100  
439659,03315300  
439668,03445300  
144759,1072700.0
144768,02296600
406422,02151500  
177542,00908900  
417345,2202800.0
166124,00214100  
112011,00713100
439695,3485400.0
243090,02235000  
439701,03516300  
144281,00166500  
144795,02150600  
439710,03448400  
243106,01212300  
210340,02106100  
144810,00903600
177579,01027900  
439729,3513300.0
177588,00960700  
210359,00907900  
439738,03480300  
243133,01097500  
166133,00217000  
210368,00717800  
112066,-2      
177603,00959000  
144838,00169000  
193441,02583700
112075,02070500  
439756,3439400.0
243151,00720600  
112084,01203100  
439765,03470300  
144856,01260800  
411815,-2      
439774,03433400  
144865,00665600  
439783,03443300  
243179,00394300  
112109,-2      
439792,03434300  
144883,02168600  
243188,01092200  
379135,03099700  
144892,00167400  
243197,00394400  
112127,00116500  
439808,03483300
243203,02460000  
210438,01230900  
439817,03419400  
177676,00246800  
407054,02316601  
210447,-2      
439826,03399300  
374291,3004000.0
177685,03077200  
407063,00732964  
210456,00708700  
439835,03449300  
439844,03498400  
210474,02178900  
112172,00116600  
422729,-2      
144944,00167500  
411912,02563400
407090,02498200  
210483,02234200  
214607,00332919  
112181,02178700  
439862,03438300  
177719,00638900  
210492,00322800  
374334,03028600
439871,03479300  
177728,-2      
144962,00167600  
374343,03032400  
439880,03501300  
196866,00288900  
144971,00167800  
