unitid,opeid
117520,02228500  
213604,-2      
475750,02218002  
442985,03681300  
213613,00332300  
442994,03633300  
410229,-2      
213622,00655100  
443003,03718300  
213631,00329100  
148098,02323300  
443012,03659300  
246406,02530704  
213640,00329200  
475787,-2.0
443021,03682400  
180878,00639900  
417901,2157902.0
410256,3976500.0
439747,03458300  
377494,03022800
410265,-2      
213659,00681100  
243212,00965200  
115357,02211000  
128230,-2      
148131,00174500  
213668,00329300  
243142,03016000  
180902,02099500  
443049,03689400  
410283,04051331  
148140,02069300  
213677,02544400
377519,02231100  
443058,03676300  
122995,03138500
213686,489401.0
115384,01037500  
443067,03677300  
246460,02239100  
475839,04217600  
115393,00120900  
443076,03663300  
417910,01229300  
148168,01073702  
377546,02602100  
141325,00160000  
410317,-2      
115409,00117100  
377555,00379802  
180948,00253900  
443094,03602400  
115418,-2      
443100,03452300  
180957,02079700  
445221,01049002  
475875,145998.0
213738,02325300  
475884,145999.0
443119,03644300  
412456,-2      
443128,03622300  
226772,01276400  
115454,723411.0
177621,-2      
443137,03588300  
139393,00348400  
477996,00405726  
181002,00254200  
410380,-2      
213774,00329400  
115472,723412.0
243160,00394200  
181011,00254300  
213783,00332400  
115481,02262300  
181020,00254400  
246558,-2      
237701,00382711  
148256,00711900  
377634,612603.0
443173,03643300  
148265,-2      
377643,757800.0
443182,03471400  
377652,03084400  
410423,-2      
166708,00975600  
115515,723400.0
377661,02609400  
478005,00405727  
410432,-2      
246594,02173208  
148292,01087900  
377670,03084200  
407009,00108101  
246600,02276403  
115533,723404.0
163152,-2      
483470,04220200  
115542,02187500
443225,03650603  
161253,00205300  
443234,03706300  
181093,00254700  
115560,03636300  
443243,03660300  
213871,00489804  
443252,03661400  
377722,02343400  
443261,03555400  
410496,00267804  
434326,3262300.0
410502,02179938  
181127,00254800  
204617,00303500  
181136,-2        
246673,-2      
410520,03069500  
181145,00849200  
213914,00856800  
148380,00174700  
377759,03019900  
467580,01049068  
443298,03714300  
476072,962112.0
410539,3076401.0
213932,01321400  
148399,01091303  
443313,03631500  
148405,00174800  
423412,3111000.0
377786,00719600
410557,-2      
443331,03698300  
482857,157100.0
181190,01151900  
188252,-2      
115658,02285100  
443340,03513500  
148432,-2        
476115,01049080  
155812,00194300  
476124,1049081.0
443359,03683300  
213987,00329700  
476133,01049082  
447476,00931305  
443368,00913500  
213996,00329800  
377838,-2      
210429,00320900  
434344,03240300  
183123,00755500  
214005,00709000  
377847,-2      
181242,00458609  
237738,-2      
476160,01049085  
181251,00443100  
246789,03216300  
148487,00174900  
443401,02186709  
115728,00118300  
443410,03724300  
476179,02079404  
214041,00332500  
246813,00560000  
181279,-2      
115746,03126800  
443429,3698400.0
410663,-2      
445276,2313902.0
115755,00114900  
443438,03480301  
461661,4176800.0
410672,-2      
181297,00640400  
412997,-2      
377908,-2      
214069,00324700  
443447,02151909  
410681,-2      
115773,00121200  
181312,00255700  
155830,00549900  
115782,02496000  
443465,32098860.0
148557,00419000  
115791,02084002
181330,00255300  
377944,-2      
443483,02316603  
214111,00445200  
410724,-2      
214120,02235200  
246895,00830302  
148593,03098000  
181367,-2      
443517,1244603.0
243221,00710800  
181376,00125212  
115843,-2      
214148,00330000  
443526,00732950  
476300,02591103  
214157,00330100  
443535,10732917  
181394,00255400  
148627,00176800  
445294,03077704  
214166,00330200  
194073,00274900  
181400,00458608  
476319,2594304.0
443553,3089702.0
410788,03316300  
476328,2617507.0
443562,03112100  
181419,02550800  
410797,03068200  
148654,00933300  
476337,03010629  
443571,02559403  
407577,02354200  
246965,-2      
423944,-2      
476346,03030608  
443580,03089701  
246974,00974801  
148672,00175200  
476355,03125603  
181446,00255500  
443599,04194400  
396152,-2        
214227,00888900  
476373,3513303.0
181464,00256500  
115931,02128300  
476382,3832304.0
127158,00559600  
247010,02349200  
115940,03117100
214245,00777700
476391,3832305.0
155858,00822800  
214254,00491001  
443632,03068201  
181491,01166700  
148724,175400.0
378105,02602300  
214272,00398800  
412544,02616600  
443650,02614203  
181507,01121700
410885,-2      
247047,02559500  
374316,02244300  
123095,02120600  
247056,-2        
214290,00778000  
443669,02497309  
247065,02491100  
443678,02079400  
214306,-2      
410919,030921A1  
214315,490100.0
443696,02331304  
461704,04177400  
443702,03747300  
443711,00359400  
410946,03134300
443720,02263105  
476489,04117600  
476498,04133900  
410964,03859300  
148821,00769300  
247126,-2      
476504,04157500  
443739,2239202.0
410973,-2        
368869,-2      
476513,04158900  
443748,00982811  
461713,04177500  
476522,04172300  
214379,00719100  
443757,00145933  
410991,-2      
247153,00469201  
476531,04177700  
112190,00450200  
443766,00145932  
247162,04002400  
476540,04178200  
443775,00145934  
128577,01115000  
378248,-2      
247180,02293100
407106,02538100  
116110,-2      
476559,04178300  
443793,00145936  
148885,00176500  
476568,04179900  
134042,02346300
443809,03077702  
443818,03077701  
181677,01019700
411055,3042700.0
443827,02591905  
166814,-2      
148919,00418100  
476601,04188400  
175175,00438600
443836,00946609  
247232,03397500  
476610,04189000  
443845,2266200.0
148937,00175700  
214476,00656000  
183202,02211600  
443854,02237503  
476629,04189100  
443863,02231902  
148955,03128500  
476638,4190300.0
475237,-2        
443872,42098897  
476647,4191100.0
443881,72098866.0
181738,00256300  
148973,00457100  
476656,4191200.0
126076,02262400  
443890,42098869.0
181747,00802500  
148982,00166300  
476665,4191400.0
181756,00750100  
148991,00164300  
247296,-2      
476674,04192000  
183211,00258600  
378372,-2      
181765,00256596  
461740,04177900  
116235,02222903  
450818,01049019  
214546,02119300  
443924,12098848.0
181783,00256600  
442505,2313901.0
101295,00787100  
443933,03391301  
181792,00443600  
149028,00998700  
378406,00732989  
476717,04192800  
443951,03735400  
214582,01099800  
443960,-2        
181817,00256000  
476735,04193100  
483595,04240400  
476744,04193500  
116299,-2      
247375,-2      
476753,04194500  
443988,2075449.0
214616,00332901  
476762,4194800.0
443997,1072755.0
214625,00332912  
476771,04195100  
444006,-2        
214634,00332916  
476780,04195200  
444015,1102401.0
247409,02099701  
214643,00332917  
181880,01323200  
247418,-2      
461759,04178000  
214652,00332915  
116350,02255400  
476799,04195400  
444033,1072749.0
214661,00331400  
444042,02260602  
181899,-2      
247436,03023200
411277,-2      
476814,04197600  
444051,03319301  
476823,04202600  
378521,01244500
444060,754805.0
483610,04190900  
476832,4202900.0
214689,00332903  
378530,-2      
116387,-2      
423537,031261A8
476841,04203100  
214698,00332904  
444079,3434301.0
214704,00332906  
476850,04203200  
114080,2221300.0
181941,02621500  
444088,02218808  
214713,00332920  
216010,00332600  
476869,04203500  
444103,04118000  
200280,00300500  
214731,00332921  
476878,04204300  
444112,02063101  
149204,00825900  
476887,04204500  
444121,3026512.0
423546,031261A9
172325,02237800  
476896,04205200  
444130,03813300  
476902,04205300  
461777,4178900.0
411374,3099800.0
476911,04205800  
214768,00332909  
116466,00732981  
182005,01036200  
411383,-2      
149240,00823700  
214777,00332900  
116475,00732985  
444158,01014805  
214786,00332910  
116484,00732909  
444167,467317.0
476939,04206300  
210562,01093200
221485,01043900  
411408,-2      
214801,00332913  
476948,04206600  
172334,00231800  
411417,-2      
214810,00332914  
476957,04207200  
444194,03758300  
476966,04207900  
444200,02586902  
214829,00332918  
476975,04208700  
247603,02568800  
214838,2289500.0
476984,04209300  
444219,03871300  
247612,-2      
149310,01181000  
476993,04210300  
210571,00322900  
444228,03746300  
221494,00537900  
477002,04211200  
444237,00982803  
149329,02073200  
116563,01202600  
444246,03021002  
477020,10145907.0
444255,00493404  
247649,02532600  
214883,00330900  
444264,03785300  
166887,00993600  
214892,00490200  
477039,03698304  
444273,03035304  
149365,00176900  
134121,2598200.0
444282,01054204  
214908,02213400  
116606,02228600
444291,00966401  
182148,02237500  
214926,-2        
116624,00132604  
444307,00966406  
247700,00405704  
216047,00336400  
444316,03763400  
411550,02058300
155973,00194600  
214944,00944900  
444325,03740400  
445425,02237501  
194204,900300.0
116651,-2      
119544,2518400.0
444334,03757300  
214962,02119301  
116660,4187900.0
444343,03786300  
247737,00241001  
411578,-2      
214971,02107300  
444352,3843300.0
182209,736700.0
444361,03532400  
128674,02074000  
205133,02346600
444370,03491400  
247764,03810400  
247773,02363800  
215008,02330600  
444389,3756300.0
483665,04184300  
116712,00448400  
444398,03733300  
247791,02590903  
215026,02574800  
444404,03801400  
149499,01069500  
444413,03713300  
411648,-2      
149505,00177100  
128683,00940700  
215044,03766300  
205142,02287900  
378886,03816300  
182281,00256900  
149514,00177200  
215053,02269900  
444431,03743400  
247825,02362800  
411666,-2      
194222,00287500  
215062,00337800  
444440,03783300  
247834,02361400  
411675,-2      
149532,00177300  
134149,00149910  
182306,00697700  
411684,03440400  
150534,00179500  
444459,3708300.0
411693,-2      
149550,02124400  
444468,03841300  
378938,-2      
215099,00335400  
444477,3693300.0
247870,03021000  
215105,00335000  
182342,-2      
215114,00335100  
456375,00736205  
378956,03035900  
444495,03795300  
215123,00335200  
444501,03707500  
215132,00335300  
444510,03695300  
439996,03430300  
411754,00510200  
368328,03119700
116846,00274100  
444529,03759300  
247922,2579200.0
411763,-2      
149620,-2      
444538,03775300  
182397,737100.0
194240,00287600  
444547,03810500  
247940,03034500  
149639,00177800  
450924,04125200  
444556,03727600  
411790,03249300  
444565,03723300  
444574,3832300.0
444583,03751300  
444592,03787300  
182449,-2      
215220,02336200
423625,-2      
182458,00919200  
444608,03822300  
379074,02572500  
215239,00324900  
444617,03755300  
411851,-2      
444626,3649300.0
411860,03120600  
182485,02097100  
444635,03776400  
186113,-2      
248031,00757802  
215266,00337903  
444644,03778300  
116970,-2      
215275,00337904  
444653,03815300  
172413,01065600
445957,03891300  
215284,00337902  
444662,03727500  
182519,00802600  
215293,00337900  
444671,03781400  
149763,02214100  
444680,03800400  
149772,00178000  
215309,00337901  
411921,-2      
182546,-2      
149781,00178100  
489177,00195404  
411930,-2      
444699,03735300  
444705,03831300  
379171,03108900
182564,01036300  
172422,02618400  
445489,887401.0
215336,01191900  
444714,03804400  
248110,02522900
215345,00895402  
444723,3534300.0
215354,00895400  
374495,01244602  
444732,03552300  
444741,03621300  
467340,941203.0
489186,04221501  
444750,3519400.0
205197,00965800  
149842,00396100  
215381,00531000  
215390,01081400  
444769,03763300  
461883,04182500  
248165,03026200  
444778,03827300  
117104,02270600  
444787,03838300  
412021,-2      
215415,00743700  
117113,02179947  
182652,01318900  
248192,02526100  
379968,-2      
444802,03769300  
182661,00473100  
456719,01049045  
215433,02301300  
444811,03781300  
182670,00257300  
248208,-2      
434584,03461300  
215442,00335700  
444820,01147000  
161518,00205100  
101444,02525400
444839,03742300  
182704,00864500  
429128,03130500  
215479,01171500  
444857,03829500  
149949,-2      
215488,00973700  
182722,02179600  
434593,00646102
117195,01290700  
450979,04127900  
444884,03638400  
128762,2115100.0
215521,-2      
215530,00895500  
444909,03607400  
248305,00757303  
150002,02199100
434900,03112101  
117238,01301000  
461908,04183600  
248314,2560800.0
117247,00126600  
150020,-2      
101462,00526000  
444936,03814300  
182795,00257500  
412173,03346300  
215567,02544301  
444945,03789300  
412182,-2      
482972,04222600  
215576,02310700
182810,00257501  
418223,02351500  
150048,00178400  
215585,01038800  
194310,00279100  
215594,00656500  
444972,03304300  
182829,00258903  
461917,04184000  
150066,00178500  
444981,03103801  
243665,00394600  
172468,-2        
150075,00961200  
444990,00789301  
215619,02273400  
379463,3028500.0
412234,-2      
215628,00335800  
445009,445201.0
215637,02192800  
445018,4038600.0
215646,00778100  
445027,02113600  
412261,-2      
215655,00335900  
486187,04209000  
182892,02245400  
150127,02347600  
445045,021799A1  
248439,00524409
150136,00178600  
162122,00206400  
445054,04169500  
150145,00178700  
215682,01205000  
182917,02223300  
250504,02089710
215691,00336000  
182926,-2      
445072,3079202.0
150163,00178800  
445081,00732936  
248475,00527302
150172,00183400  
379551,-2      
182944,00473000  
412322,-2      
117414,-2      
182953,02174800  
445106,02065501  
379579,-2      
215743,00336600  
156107,00549800  
445124,02160303  
150215,00178900  
215752,00820001  
445133,02113610  
248527,02352500  
412368,-2      
445142,2116012.0
182999,02247000  
215770,00336700  
451024,4023400.0
412386,-2      
379621,02126300  
117478,-2      
445160,00512726  
150251,02615800  
215789,02297100  
412401,-2      
183026,00258000  
215798,00336800  
412410,-2      
445179,00512725  
477950,00367411  
369109,03015100  
125028,00133400  
445188,04127100  
215813,00336800  
461953,04185000  
445197,2298501.0
150288,02087600  
445203,03026501  
374574,01246102  
183062,00259000  
445212,02531803  
248606,01227200  
150303,01150500  
379685,03012500  
248615,02156500
183080,00259100  
117548,-2        
445230,02217109  
418269,03078004  
248624,00533000  
117557,00697500  
248633,00791600  
412474,-2      
183099,00258100  
215868,01021705  
461962,04185100  
478014,00405728  
445249,03026519  
412483,-2      
117575,03332300  
117900,00123100  
445258,02306804  
215886,02251200  
445267,00245300  
248660,02275500  
215895,02147800  
183132,00258200  
150367,00224904  
379746,04152700  
407355,02610500  
445285,03077703  
167057,00219400  
150376,00224905  
434663,00717805
183150,00258300  
101523,00573401  
445300,42098802  
412535,03104000  
215929,00338400  
117627,00121500  
248703,02230600  
150400,00179200  
183169,00258400
164313,02073900  
117636,00121800  
379782,02604700  
445319,32098884  
412553,-2      
215947,00336200  
117645,00121900  
379791,-2      
445328,00946610  
248721,02352400
489283,03128104  
215956,00657602  
445337,3272301.0
418287,861900.0
150428,02164300  
215965,657600.0
445346,03115804  
412827,03125501
150437,02158800  
215974,00657700  
439279,32098887.0
117672,00122900  
445355,974808.0
215983,00657800  
117681,00122100  
445364,01287201  
150455,00179300  
215992,02092500  
117690,00122400  
445373,809002.0
216001,02092501  
445382,1035602.0
183239,00258700  
248776,551100.0
117706,00122600  
445391,32098862  
183248,02140400  
156152,-2      
117715,00704700  
183257,03101300  
248794,00562100  
117724,00122700  
445407,1072767.0
117733,00122800  
216038,00332700  
445416,458610.0
412650,-2        
183275,03043100  
139773,156700.0
379889,-2        
117751,00122000  
445434,00149906  
150525,02118900  
195960,00287801
445443,00719001  
412678,-2      
216074,01292900  
210775,00323300  
445452,915706.0
248846,01111204  
125037,04250100  
194392,00279500  
216083,01326300  
445461,00982812  
412696,-2      
117788,00122300  
445470,450301.0
183327,00802700  
150561,00183801  
117797,00431100  
150570,-2      
117803,00616500  
216108,02587800  
183345,473300.0
248882,00405701  
475291,00735102  
445498,03800300  
445504,945911.0
210784,02206200  
412854,01260801  
445513,03729301  
150604,00179800  
445522,03149301  
445531,2538501.0
248925,00535900  
418320,01153700  
216162,00657400  
445540,02538502  
248934,01019800  
117867,01255000  
248943,2535400.0
150640,420300.0
216180,-2        
445559,02599712  
445568,010851A1  
117894,01034000  
216199,00656901
445577,01085102  
248970,02605900  
150668,00179900  
445586,010851A2  
150677,00180000  
445595,010851A3  
248989,-2      
216223,02206300  
445601,3076405.0
380067,02527500  
150695,02490800  
117928,02179943  
445610,2263106.0
483869,04223400  
117937,01164901
161651,03097200  
150710,02490500  
363721,00144102  
117946,01164900  
445629,2104401.0
380094,03026507  
183488,01246200  
117955,01186600  
445638,02104402  
445647,02104403  
412881,-2      
150738,02490700
221731,00352500  
216278,00336900  
243577,02100000  
445656,02104404  
107044,00109700  
216287,00337000  
445665,02248203  
112507,-2      
150756,00180100  
249061,793700.0
117991,-2      
216296,00791200  
380137,03026100  
445674,4047300.0
150765,00951500  
139816,-2      
405465,-2      
101587,00102400  
150774,00726300  
216311,01252300  
445692,01009800  
489344,00638519  
221740,00352900  
445708,00340410  
107053,02343900
480754,04222300  
456579,00489806  
445717,32098802.0
412951,-2      
216348,00337500  
445726,02609203  
412960,-2      
216357,00337600  
445735,04065300  
216366,01239300  
445744,03480302  
249140,01085101  
445753,2326306.0
418357,02600500  
216384,-2      
167136,-2      
445762,03883400  
150853,02241700  
249159,02359600
445771,1151002.0
150862,02529700
129002,00730500  
123448,00177212  
380243,02616500
445780,03832400  
216409,02326400
216418,03010800  
118116,1231600.0
183655,00259600  
413033,031261A5
216427,02090200  
445805,02338510  
152327,00967302  
216436,00783900  
483902,04225200  
478582,02173205  
232681,00374600  
150905,02622800
369215,-2      
216445,02129000  
445823,03010615  
216454,02174400  
123457,00129100  
445832,1005701.0
380298,02532100  
216463,02299300  
445841,02341103  
249238,02357700  
478616,02079413  
445850,02341104  
183707,02271400
150941,00180300  
249247,2596600.0
478625,2110801.0
489371,02596413  
478634,02110802  
483911,04225300  
445869,03872400  
178077,02520800  
249265,02359500
478643,2134801.0
118198,01291200  
118204,-2      
445887,02244304  
150978,842300.0
439297,42098834  
478661,02178901  
380359,03066600  
445896,1083603.0
454573,02248206  
150987,00991700  
216524,00338500  
445902,01083602  
380368,03129100  
150996,1003800.0
123961,00132800  
445911,00730303  
380377,02180000  
467535,01049063  
249308,-2      
151005,992400.0
216542,00330600  
445920,00464604  
483920,04225700  
151014,1004100.0
216551,00338600  
380395,-2      
183789,00750200  
151023,1003900.0
380401,2612200.0
118259,02351900  
408747,03241300  
413176,03076500  
380410,2504000.0
183804,00794700  
413185,3030801.0
440235,3530300.0
118277,02091700  
151050,992500.0
183822,00259700  
216597,00338800  
380438,02360800  
183831,01191100  
151069,854700.0
481100,04183000  
380447,2516100.0
183840,-2      
434779,03290301
485227,2590906.0
151078,1003700.0
374705,-2      
380456,02531800  
445993,3927300.0
413228,-2      
151087,1004000.0
380465,42098884  
446002,03833300  
183859,00840400  
214528,02183000  
151096,992300.0
380474,03030600  
446011,03722300  
151102,00182800  
118338,-2        
446020,03926300  
183877,00773000  
151111,00181300  
216649,00658202  
118347,00117800  
151120,-2      
483939,04225900  
118356,747600.0
446039,03695500  
172644,00232900  
216667,00338900  
183901,02301900  
446048,03941300  
151139,01150600
183910,00259800  
446057,03925300  
118383,00898100  
446066,03862300  
216339,00337100  
151157,2158407.0
216694,00339100  
118392,00745600  
446075,03930300  
216700,03062600  
151166,02158400  
183938,00686500  
446084,03914300  
380553,-2      
446093,03874300  
151184,02158404  
118417,00721000  
183956,02619000
101657,02205500
249496,-2      
151193,2158401.0
118426,00725800  
446109,03842500  
413343,02236800  
118435,01076800  
183974,00259900  
451307,04138400  
413352,-2      
151209,2158415.0
216746,01162200  
118444,00722600  
446127,04038302  
107123,02330800  
118453,00721900  
446136,03915300  
216764,00332800  
210890,00743000  
483957,04226100  
446145,3928300.0
151236,2158405.0
478917,02257702  
184010,00641000  
151245,2158402.0
216782,02202300  
118480,00720500  
446163,03874400  
446172,03885400  
249566,02528300  
151263,00180400  
413413,03267300  
184038,00641100
178129,248400.0
478953,02343401  
380650,-2      
446190,03912300  
184047,01085100  
216816,00339300  
151281,-2      
483966,04226200  
413431,-2      
184056,01246100  
216825,01017600  
151290,00180500  
446206,03876300  
413440,-2      
101675,00102800  
446215,03848300  
249609,03011500  
151306,00180800  
118541,01047400  
446224,03811300  
216852,00331300  
446233,03855300  
184092,02106601  
243674,00394601  
107141,00110000  
183600,00259500  
446242,03885300  
249636,02325302  
151333,00181400  
118569,02296500
481863,02246304  
156295,00195500  
151342,00181600  
172680,04230500  
446260,03917300  
142522,00162500  
413501,03123201  
184126,02320000
151360,00181500  
446279,03866300  
479053,03099002  
184144,945916.0
151379,00181700  
479062,03115201  
184153,02248600  
151388,00181100  
446303,03803300  
123536,00127700
216931,00339400  
446312,3885700.0
228723,00363200  
216940,-2      
101693,00102900  
380784,-2      
446321,3819400.0
235273,02236801  
184180,00772900  
446330,03762300  
413565,03067300  
156310,02337200  
380225,-2      
369303,-2      
446349,03734300  
479123,03568301  
446358,3853400.0
200004,00298100  
216986,491400.0
118684,01167200  
446367,03806300  
151458,00457900  
172699,00233000  
380836,02532106  
118693,00123600  
446376,03905300  
151467,00457901  
217004,007437A1
380845,02532104  
413617,03125100  
249779,021830A1  
118709,01036800  
380854,02532105  
413626,03096400  
151485,00732900  
118718,00123700  
380863,02532102  
446400,3875300.0
221856,00352400  
413635,2263101.0
151494,00732958  
172705,00233100  
380872,02532103  
151500,00732993  
184269,1072718.0
101709,00100400  
217040,01313400  
446419,3882300.0
184278,02154000  
446428,3625300.0
151519,00732900  
217059,00339900  
446437,3901300.0
217068,02148800
446446,03939400  
413680,02596400  
151537,2302700.0
118772,00126700  
210942,00835000  
446455,03923300  
151546,-2      
217086,2120800.0
184320,2223900.0
123563,00129200  
217095,817811.0
446473,03774300  
151564,02351300  
479248,04127301  
446482,03904300  
122889,00128500  
413723,00316505  
184348,00260300  
184357,02131100  
178183,02121100  
156338,00527100  
118833,-2      
217138,-2      
446516,03638300  
151607,04130901  
123572,00115600  
217147,-2      
446525,03830300  
151616,04051311  
217156,00340100  
380997,-2      
446534,03916300  
249928,00404901
151625,04051312  
139959,00159800  
217165,00340200  
446543,03774400  
413778,01242503  
381015,02519601
446552,03903500  
489487,00245610  
220002,00493400  
407568,03067600  
151652,00757311  
418588,02353100  
118888,00123800  
413802,03116600  
184427,00793808  
151661,00793800  
413820,02556500  
184445,-2      
118912,00123900  
139968,00157500  
446598,03821400  
118921,2338700.0
458627,3210312.0
413839,00732967  
456728,01049044  
118930,02119100  
217235,00340400  
446613,03856400  
145433,02262100  
413848,00732995  
221892,00352600  
217244,1164702.0
446622,03838400  
413857,00732965  
118949,03157300
367307,-2      
446631,03879300  
413866,00732959  
250027,02546200  
217262,02532800  
446640,03948300  
413875,02120901  
118967,02539100  
184506,00945919  
413884,00732925  
232821,-2      
118976,00124000  
243744,00130500  
445814,02611004  
184524,-2      
118994,02185800  
217299,-2      
413909,00335103  
250072,03067000  
217305,00784500  
119003,02150201
413918,335101.0
151777,00182000  
119012,02150200
446695,-2        
151786,00182100  
217323,02584400  
163268,00210500  
139986,00562100  
381167,02167601
413936,02502702  
151795,00967001
119030,01307800
151801,00182200  
118143,00714200  
456746,01049049  
151810,02140800  
217350,03080000  
167297,02197900  
446729,72098885  
161837,00206000  
119058,00369110  
462211,12075401.0
413972,02056501  
151829,02308900  
217369,02090800  
184603,00260700  
205531,02056804  
184612,00261000  
407601,02600001  
119085,-2      
456755,01049047  
381237,02332823  
446774,03957300  
151865,00182300  
217402,00340600  
479549,10732944  
446783,3316301.0
151874,00961300  
479558,10732945  
381255,02332806  
446792,03031405  
462220,2075460.0
414027,02617505  
217420,00340700  
479567,10732946.0
412049,00937800
184658,-2      
414036,02617501  
479576,10732947.0
250203,-2      
407610,04251300  
217439,-2      
446817,2160307.0
381282,02332807  
221926,-2      
414054,03110300  
118161,01324000  
479594,10732949  
414063,02525900  
479600,10732950  
446835,02616705  
184694,00260701  
446844,03022602  
479619,10732959.0
446853,2239203.0
151944,04051321  
479628,10732952  
381325,02332803  
446862,02263107  
479637,10732953  
381334,2332804.0
446871,03076406  
243780,00182500  
151962,01061800  
479646,10732954  
381343,02332824  
446880,02253902  
479655,10732955  
381352,03686300  
184746,00849400  
414124,03115200  
250285,03110700  
217518,00341000  
479664,10732956  
424008,04071300  
446899,10732918  
414133,00120503  
227401,00360100  
446905,10732919  
381370,02125600  
217536,00341100  
446914,10732931  
184773,00260800  
222062,00886300  
217545,1115900.0
446923,00732926  
381389,00332301  
184782,00260900  
414160,467309.0
446932,03881300  
184791,00690100  
381404,02230501  
211024,00267000  
414179,02547602  
217572,00659100  
381413,00233201  
119270,02161800  
414188,02547601  
217581,01260608  
381422,00945901  
451325,4127000.0
184816,00757309  
414197,03223306
381431,00945902  
446969,002782A1  
381440,00717801  
446978,03343700  
414212,02538902  
407638,00719101  
217606,03570500  
221953,00352700  
377139,02552600
446987,02245210  
172802,01229100  
217615,01005600  
152080,00184000  
381459,03478400  
184852,00445100
200110,01040600  
145497,00168500  
217624,00341700  
479770,72098843.0
217633,00341800  
440411,00369001  
447014,03939600  
250407,2116001.0
119340,1102400.0
381486,02262501  
447023,03368301  
152114,02337201  
447032,002402A1  
250425,-2      
381501,02292900  
119359,1110900.0
447041,00675504  
107275,2287400.0
152132,02337205  
119368,760600.0
447050,04005300  
152150,02304800  
217688,00341900  
381529,00378703  
184922,00473900
447069,1162601.0
217697,-2      
125091,00133500  
381547,-2      
414319,-2      
217712,00991000  
152178,02337202
447096,00717804  
217721,00342000  
183743,00473600  
447102,02351901  
184959,02053700  
250498,3096300.0
381574,02359501
447111,02052002  
184968,00641700  
119438,1206100.0
447120,02306302  
152211,-2      
217749,00342100  
184986,-2      
152220,977700.0
118213,-2      
119456,1112300.0
456816,00464201  
184995,01295400  
407665,03258300  
119465,809000.0
447148,01260606  
414382,02337701
434973,32098869  
217776,00342200  
381617,467306.0
260211,-2      
185013,-2      
414391,-2      
152248,00182700  
484127,04230900  
447166,02173206  
217794,02356600  
381635,817808.0
240754,00393500  
447175,02173207  
152266,00182600  
381644,781401.0
152275,02084800  
119508,449400.0
456825,02554801  
217819,00342800  
152284,00421100
479965,04207500  
167376,00217400  
217828,02338600  
434982,2098896.0
479974,04206800  
381671,-2      
447209,00982805  
414443,021074A1
217837,00760200  
374909,-2      
381680,-2      
447218,149911.0
414452,03074400  
152309,02339600  
479992,04194600  
447227,2300105.0
414461,03025500  
152318,00183000  
462293,4172200.0
480000,04209800  
119553,02542300  
381699,02211901  
447236,2295002.0
178305,00979500  
217864,00342300  
381705,02211902  
447245,907906.0
152336,00183200  
217873,00342400  
480019,04208900  
447254,00832801  
414489,01226801  
217882,00342500  
369455,00178300  
480028,04206200  
447263,02270802  
217891,00492300  
381732,03584400  
480037,04206500  
447272,02179928  
185129,00261300  
152363,00183300  
381741,3012100.0
413149,02319401
447281,00458303  
185138,-2      
217907,00342700  
119605,01146000  
381750,945914.0
480055,-2.0
447290,04051345  
185147,-2      
217916,02310300  
152381,00183500  
480064,00458617  
414531,03071801  
185156,-2      
217925,00342900  
152390,00183600  
480073,01303915  
447306,00675503  
123703,-2      
414540,02616100  
217934,00343000  
480082,01303922  
447315,01049004  
185174,02146800  
480091,00267802  
447324,01049005  
152415,02201800  
381796,2167600.0
447333,01049006  
414568,00732942  
217961,00343100  
480107,03010633  
447342,1049007.0
480116,-2.0
447351,2120706.0
250744,00469204  
414586,00732970  
480125,01301601  
119678,00131000  
447360,02245504  
414595,03027701  
217989,00536300  
480134,00326200  
217998,00343200  
480143,02245506  
185235,00750703  
462318,04185400  
480152,3756303.0
413167,-2      
185244,00750700  
119711,01083100  
480161,04038701  
440475,00945904  
447397,2158413.0
407708,02203301  
381866,04183700  
447403,00822105  
185262,00262200  
129181,00730306  
107336,-2      
445939,464603.0
218043,00492400  
381884,-2      
447421,02178501  
447430,03097800  
451404,04115500  
101879,00101600  
480204,03062702  
218061,00922600  
250832,857500.0
151032,992600.0
152530,00183800  
381909,00732976  
218070,00343400  
447449,03276301  
119775,03043900  
447458,03973300  
383127,02559302  
381927,-2      
218089,-2.0
447467,03789301  
218098,02336900
185332,02586900  
152567,00183900  
381945,02570301  
447485,1072774.0
451413,01161700  
218113,00399100  
447494,00466604  
151041,1010900.0
447500,00466605  
250896,02139800
119827,00714800  
178350,2304000.0
163295,00208000  
152600,00184200  
405526,01086101  
218140,00492500  
447519,03429301  
185378,00736600
119845,00713000  
381990,022452A1  
447528,02170301  
442921,03663400  
480301,03173301  
218159,03052300  
185396,00793811  
484190,04234600  
480310,00966402  
462345,04189200  
218168,00340401  
152637,00184300  
382018,00967401  
250948,02498600
480329,02617500  
382027,02254001  
189282,00643800  
480338,00149912  
218195,02341100  
118286,02549000  
480347,02255402  
211130,02323000  
447582,03960300  
152673,00184400  
119906,-2      
480356,2559408.0
382054,2312201.0
414823,00340403  
185448,-2      
382063,42098865  
414832,02321901  
250993,00531200  
218229,00343500  
447607,02559309  
414841,00732917  
185466,01090300  
489663,00245640  
218238,00343600  
447616,02559310  
145600,00177600  
414850,2158410.0
167446,-2      
447625,2178502.0
445975,00322800  
119951,00718700  
218256,-2      
134680,03031400  
447634,02549005  
414869,04130900  
218265,00294102  
382106,01184101  
447643,00869401  
152734,-2      
161989,-2      
